,,200,2000,600
19/10:05:44,254.6,254.4999131,254.5552918,254.4666578
19/10:05:47,254.65,254.5014065,254.5553865,254.4672679
19/10:05:48,254.6,254.5023875,254.555431,254.4677096
19/10:05:50,254.65,254.5038563,254.5555256,254.4683162
19/10:05:51,254.65,254.5053104,254.55562,254.4689209
19/10:05:55,254.65,254.5067501,254.5557143,254.4695234
19/10:05:56,254.65,254.5081755,254.5558086,254.470124
19/10:05:57,254.65,254.5095867,254.5559027,254.4707226
19/10:06:01,254.65,254.5109839,254.5559968,254.4713192
19/10:06:01,254.65,254.5123671,254.5560907,254.4719138
19/10:06:01,254.65,254.5137366,254.5561846,254.4725065
19/10:06:01,254.65,254.5150924,254.5562783,254.4730971
19/10:06:01,254.65,254.5164348,254.556372,254.4736858
19/10:06:01,254.65,254.5177638,254.5564656,254.4742726
19/10:06:01,254.65,254.5190796,254.5565591,254.4748573
19/10:06:01,254.65,254.5203823,254.5566525,254.4754402
19/10:06:01,254.65,254.521672,254.5567458,254.4760211
19/10:06:01,254.65,254.5229489,254.556839,254.4766
19/10:06:01,254.65,254.5242131,254.5569321,254.4771771
19/10:06:01,254.65,254.5254647,254.5570251,254.4777522
19/10:06:01,254.65,254.5267039,254.5571181,254.4783254
19/10:06:01,254.65,254.5279307,254.5572109,254.4788967
19/10:06:01,254.65,254.5291453,254.5573036,254.4794661
19/10:06:01,254.65,254.5303478,254.5573963,254.4800336
19/10:06:01,254.65,254.5315384,254.5574888,254.4805992
19/10:06:01,254.65,254.5327171,254.5575813,254.4811629
19/10:06:01,254.65,254.5338841,254.5576737,254.4817248
19/10:06:01,254.65,254.5350395,254.557766,254.4822848
19/10:06:01,254.65,254.5361834,254.5578581,254.4828429
19/10:06:01,254.65,254.5373159,254.5579502,254.4833992
19/10:06:01,254.65,254.5384371,254.5580422,254.4839536
19/10:06:01,254.65,254.5395472,254.5581342,254.4845061
19/10:06:01,254.65,254.5406462,254.558226,254.4850569
19/10:06:01,254.65,254.5417343,254.5583177,254.4856058
19/10:06:01,254.65,254.5428116,254.5584093,254.4861528
19/10:06:01,254.65,254.5438782,254.5585009,254.4866981
19/10:06:01,254.65,254.5449341,254.5585923,254.4872415
19/10:06:02,254.65,254.5459795,254.5586837,254.4877831
19/10:06:02,254.65,254.5470146,254.558775,254.488323
19/10:06:05,254.65,254.5480393,254.5588662,254.488861
19/10:06:05,254.65,254.5490538,254.5589572,254.4893972
19/10:06:06,254.65,254.5500583,254.5590482,254.4899317
19/10:06:09,254.65,254.5510527,254.5591391,254.4904643
19/10:06:11,254.65,254.5520373,254.55923,254.4909952
19/10:06:11,254.65,254.553012,254.5593207,254.4915244
19/10:06:12,254.65,254.5539771,254.5594113,254.4920518
19/10:06:15,254.65,254.5549325,254.5595019,254.4925774
19/10:06:16,254.6,254.555381,254.5595423,254.4929349
19/10:06:16,254.6,254.5558249,254.5595828,254.4932911
19/10:06:16,254.6,254.5562645,254.5596232,254.4936462
19/10:06:16,254.6,254.5566997,254.5596635,254.4940002
19/10:06:16,254.6,254.5571305,254.5597038,254.4943529
19/10:06:16,254.6,254.5575571,254.5597441,254.4947045
19/10:06:22,254.6,254.5579794,254.5597844,254.4950549
19/10:06:22,254.6,254.5583975,254.5598246,254.4954041
19/10:06:22,254.6,254.5588115,254.5598647,254.4957522
19/10:06:22,254.6,254.5592213,254.5599048,254.4960991
19/10:06:24,254.6,254.5596271,254.5599449,254.4964449
19/10:06:30,254.6,254.5600288,254.5599849,254.4967895
19/10:06:30,254.6,254.5604265,254.5600249,254.4971329
19/10:06:31,254.6,254.5608203,254.5600649,254.4974753
19/10:06:31,254.6,254.5612101,254.5601048,254.4978164
19/10:06:37,254.6,254.5615961,254.5601447,254.4981565
19/10:06:40,254.6,254.5619782,254.5601845,254.4984954
19/10:06:42,254.6,254.5623565,254.5602243,254.4988332
19/10:06:45,254.6,254.5627311,254.5602641,254.4991698
19/10:06:57,254.55,254.5626044,254.5602538,254.499339
19/10:06:57,254.6,254.5629765,254.5602935,254.499674
19/10:06:58,254.55,254.5628474,254.5602832,254.4998415
19/10:06:58,254.55,254.5627196,254.560273,254.5000084
19/10:07:03,254.55,254.562593,254.5602627,254.5001747
19/10:07:05,254.55,254.5624677,254.5602524,254.5003405
19/10:07:19,254.6,254.5628411,254.5602922,254.5006722
19/10:07:20,254.6,254.5632109,254.5603319,254.5010027
19/10:07:26,254.6,254.563577,254.5603715,254.5013322
19/10:07:28,254.6,254.5639394,254.5604111,254.5016605
19/10:07:29,254.6,254.5642982,254.5604507,254.5019878
19/10:07:30,254.6,254.5646534,254.5604902,254.5023139
19/10:07:31,254.6,254.5650051,254.5605297,254.502639
19/10:07:31,254.6,254.5653533,254.5605691,254.502963
19/10:07:31,254.6,254.5656981,254.5606086,254.5032859
19/10:07:31,254.6,254.5660394,254.5606479,254.5036078
19/10:07:31,254.6,254.5663773,254.5606873,254.5039285
19/10:07:31,254.6,254.5667119,254.5607266,254.5042482
19/10:07:31,254.6,254.5670431,254.5607658,254.5045669
19/10:07:31,254.6,254.567371,254.560805,254.5048845
19/10:07:31,254.6,254.5676957,254.5608442,254.505201
19/10:07:33,254.65,254.5685146,254.5609333,254.5056829
19/10:07:34,254.6,254.5688279,254.5609724,254.5059967
19/10:07:34,254.6,254.5691381,254.5610114,254.5063095
19/10:07:34,254.6,254.5694452,254.5610503,254.5066213
19/10:07:34,254.6,254.5697492,254.5610893,254.5069321
19/10:07:39,254.6,254.5700502,254.5611282,254.5072418
19/10:07:42,254.6,254.5703482,254.561167,254.5075505
19/10:07:49,254.6,254.5706433,254.5612058,254.5078581
19/10:07:49,254.6,254.5709354,254.5612446,254.5081647
19/10:07:49,254.6,254.5712246,254.5612833,254.5084703
19/10:07:49,254.6,254.5715109,254.561322,254.5087749
19/10:07:50,254.6,254.5717944,254.5613607,254.5090785
19/10:07:50,254.6,254.572075,254.5613993,254.5093811
19/10:07:51,254.6,254.5723529,254.5614379,254.5096826
19/10:07:52,254.6,254.572628,254.5614764,254.5099832
19/10:07:52,254.6,254.5729003,254.5615149,254.5102828
19/10:07:54,254.6,254.57317,254.5615534,254.5105813
19/10:07:54,254.6,254.5734369,254.5615918,254.5108789
19/10:07:55,254.6,254.5737013,254.5616302,254.5111755
19/10:07:55,254.6,254.5739629,254.5616686,254.5114711
19/10:07:56,254.6,254.574222,254.5617069,254.5117657
19/10:07:56,254.6,254.5744785,254.5617452,254.5120593
19/10:07:59,254.6,254.5747324,254.5617834,254.5123519
19/10:08:01,254.6,254.5749839,254.5618216,254.5126436
19/10:08:01,254.6,254.5752328,254.5618598,254.5129343
19/10:08:11,254.6,254.5754792,254.5618979,254.513224
19/10:08:13,254.6,254.5757232,254.561936,254.5135128
19/10:08:13,254.6,254.5759648,254.561974,254.5138006
19/10:08:13,254.6,254.5762039,254.562012,254.5140875
19/10:08:14,254.6,254.5764407,254.56205,254.5143734
19/10:08:14,254.6,254.5766751,254.5620879,254.5146583
19/10:08:16,254.6,254.5769072,254.5621258,254.5149423
19/10:08:20,254.6,254.577137,254.5621637,254.5152254
19/10:08:23,254.6,254.5773645,254.5622015,254.5155075
19/10:08:23,254.6,254.5775897,254.5622393,254.5157887
19/10:08:29,254.6,254.5778127,254.562277,254.5160689
19/10:08:29,254.6,254.5780335,254.5623147,254.5163482
19/10:08:29,254.6,254.578252,254.5623524,254.5166266
19/10:08:29,254.6,254.5784684,254.56239,254.516904
19/10:08:29,254.6,254.5786827,254.5624276,254.5171806
19/10:08:30,254.6,254.5788948,254.5624651,254.5174562
19/10:08:30,254.6,254.5791048,254.5625027,254.5177308
19/10:08:30,254.6,254.5793127,254.5625401,254.5180046
19/10:08:33,254.6,254.5795186,254.5625776,254.5182775
19/10:08:33,254.65,254.5802199,254.562665,254.5187158
19/10:08:33,254.6,254.5804167,254.5627023,254.5189863
19/10:08:36,254.6,254.5806115,254.5627395,254.5192559
19/10:08:50,254.6,254.5808045,254.5627768,254.5195246
19/10:08:51,254.6,254.5809955,254.562814,254.5197924
19/10:08:53,254.65,254.5816821,254.5629011,254.5202257
19/10:08:55,254.6,254.5818643,254.5629382,254.5204912
19/10:09:00,254.6,254.5820448,254.5629753,254.5207558
19/10:09:04,254.6,254.5822235,254.5630123,254.5210195
19/10:09:04,254.65,254.5828978,254.5630992,254.5214487
19/10:09:12,254.65,254.5835655,254.5631861,254.5218765
19/10:09:12,254.6,254.5837291,254.5632229,254.5221365
19/10:09:12,254.6,254.583891,254.5632596,254.5223956
19/10:09:12,254.6,254.5840512,254.5632963,254.5226539
19/10:09:12,254.6,254.5842099,254.563333,254.5229112
19/10:09:12,254.6,254.5843671,254.5633697,254.5231678
19/10:09:12,254.6,254.5845226,254.5634063,254.5234235
19/10:09:12,254.6,254.5846766,254.5634429,254.5236783
19/10:09:12,254.6,254.5848291,254.5634794,254.5239323
19/10:09:12,254.6,254.58498,254.5635159,254.5241854
19/10:09:12,254.6,254.5851295,254.5635524,254.5244377
19/10:09:12,254.6,254.5852775,254.5635888,254.5246892
19/10:09:12,254.6,254.5854239,254.5636252,254.5249398
19/10:09:12,254.6,254.585569,254.5636616,254.5251896
19/10:09:12,254.6,254.5857126,254.5636979,254.5254385
19/10:09:12,254.6,254.5858547,254.5637342,254.5256866
19/10:09:12,254.6,254.5859955,254.5637704,254.5259339
19/10:09:13,254.6,254.5861348,254.5638066,254.5261804
19/10:09:16,254.6,254.5862728,254.5638428,254.5264261
19/10:09:16,254.6,254.5864094,254.5638789,254.5266709
19/10:09:17,254.6,254.5865446,254.563915,254.5269149
19/10:09:32,254.55,254.586181,254.5639011,254.5269918
19/10:09:32,254.55,254.585821,254.5638872,254.5270683
19/10:09:34,254.55,254.5854646,254.5638734,254.5271446
19/10:09:35,254.55,254.5851117,254.5638595,254.5272207
19/10:09:36,254.6,254.5852598,254.5638956,254.5274629
19/10:09:36,254.6,254.5854065,254.5639317,254.5277043
19/10:09:36,254.6,254.5855517,254.5639677,254.5279449
19/10:09:36,254.6,254.5856955,254.5640038,254.5281846
19/10:09:36,254.6,254.5858378,254.5640397,254.5284236
19/10:09:36,254.6,254.5859787,254.5640757,254.5286618
19/10:09:36,254.6,254.5861182,254.5641116,254.5288992
19/10:09:36,254.6,254.5862563,254.5641475,254.5291358
19/10:09:36,254.6,254.5863931,254.5641833,254.5293716
19/10:09:36,254.6,254.5865285,254.5642191,254.5296067
19/10:09:36,254.6,254.5866625,254.5642549,254.5298409
19/10:09:36,254.6,254.5867952,254.5642906,254.5300744
19/10:09:36,254.6,254.5869266,254.5643263,254.5303071
19/10:09:36,254.6,254.5870567,254.5643619,254.530539
19/10:09:39,254.6,254.5871855,254.5643975,254.5307702
19/10:09:42,254.6,254.587313,254.5644331,254.5310006
19/10:09:42,254.6,254.5874393,254.5644687,254.5312302
19/10:09:42,254.6,254.5875642,254.5645042,254.531459
19/10:09:53,254.6,254.587688,254.5645397,254.5316871
19/10:09:57,254.6,254.5878105,254.5645751,254.5319145
19/10:10:00,254.6,254.5879318,254.5646105,254.532141
19/10:10:05,254.6,254.5880519,254.5646459,254.5323668
19/10:10:07,254.6,254.5881707,254.5646812,254.5325919
19/10:10:13,254.6,254.5882884,254.5647165,254.5328162
19/10:10:20,254.65,254.5889025,254.5648018,254.5332062
19/10:10:20,254.65,254.5895104,254.5648869,254.5335949
19/10:10:20,254.65,254.5901123,254.564972,254.5339822
19/10:10:20,254.65,254.5907082,254.565057,254.5343683
19/10:10:20,254.65,254.5912982,254.5651419,254.5347531
19/10:10:20,254.65,254.5918823,254.5652267,254.5351366
19/10:10:20,254.65,254.5924606,254.5653114,254.5355189
19/10:10:20,254.65,254.5930331,254.5653961,254.5358998
19/10:10:21,254.65,254.5935999,254.5654806,254.5362795
19/10:10:21,254.65,254.5941611,254.5655651,254.536658
19/10:10:21,254.65,254.5947167,254.5656495,254.5370352
19/10:10:21,254.65,254.5952668,254.5657338,254.5374111
19/10:10:21,254.65,254.5958114,254.565818,254.5377858
19/10:10:23,254.65,254.5963506,254.5659022,254.5381592
19/10:10:24,254.65,254.5968844,254.5659862,254.5385314
19/10:10:43,254.65,254.597413,254.5660702,254.5389023
19/10:10:48,254.65,254.5979362,254.5661541,254.539272
19/10:10:48,254.65,254.5984543,254.5662379,254.5396405
19/10:10:51,254.65,254.5989671,254.5663216,254.5400077
19/10:10:57,254.65,254.5994749,254.5664053,254.5403738
19/10:10:57,254.65,254.5999777,254.5664888,254.5407386
19/10:11:00,254.65,254.6004754,254.5665723,254.5411022
19/10:11:07,254.65,254.6009682,254.5666557,254.5414646
19/10:11:07,254.65,254.6014561,254.566739,254.5418258
19/10:11:10,254.65,254.6019391,254.5668222,254.5421857
19/10:11:11,254.65,254.6024173,254.5669053,254.5425445
19/10:11:11,254.65,254.6028908,254.5669884,254.5429021
19/10:11:12,254.65,254.6033595,254.5670713,254.5432585
19/10:11:14,254.65,254.6038236,254.5671542,254.5436137
19/10:11:14,254.65,254.6042831,254.567237,254.5439678
19/10:11:14,254.65,254.604738,254.5673198,254.5443206
19/10:11:14,254.65,254.6051883,254.5674024,254.5446723
19/10:11:14,254.65,254.6056342,254.567485,254.5450228
19/10:11:15,254.65,254.6060757,254.5675674,254.5453721
19/10:11:17,254.65,254.6065127,254.5676498,254.5457203
19/10:11:23,254.65,254.6069454,254.5677321,254.5460673
19/10:11:34,254.7,254.6078714,254.5678643,254.5465796
19/10:11:34,254.7,254.6087881,254.5679964,254.5470901
19/10:11:47,254.7,254.6096956,254.5681283,254.547599
19/10:12:00,254.65,254.6100967,254.5682102,254.5479398
19/10:12:00,254.65,254.6104937,254.5682919,254.5482794
19/10:12:01,254.65,254.6108868,254.5683736,254.5486179
19/10:12:01,254.65,254.611276,254.5684552,254.5489553
19/10:12:03,254.65,254.6116613,254.5685367,254.5492915
19/10:12:03,254.65,254.6120428,254.5686181,254.5496267
19/10:12:04,254.65,254.6124205,254.5686994,254.5499607
19/10:12:07,254.65,254.6127944,254.5687807,254.5502936
19/10:12:18,254.6,254.6126671,254.5688119,254.550459
19/10:12:18,254.6,254.6125411,254.5688431,254.5506239
19/10:12:19,254.6,254.6124163,254.5688742,254.5507882
19/10:12:24,254.6,254.6122927,254.5689053,254.550952
19/10:12:24,254.6,254.6121704,254.5689364,254.5511152
19/10:12:25,254.6,254.6120493,254.5689675,254.5512779
19/10:12:26,254.6,254.6119294,254.5689985,254.55144
19/10:12:26,254.6,254.6118107,254.5690295,254.5516016
19/10:12:27,254.6,254.6116932,254.5690604,254.5517626
19/10:12:31,254.6,254.6115769,254.5690913,254.5519232
19/10:12:34,254.6,254.6114617,254.5691222,254.5520832
19/10:12:35,254.6,254.6113476,254.5691531,254.5522426
19/10:12:37,254.6,254.6112347,254.5691839,254.5524015
19/10:12:44,254.6,254.6111229,254.5692147,254.5525599
19/10:12:49,254.6,254.6110122,254.5692455,254.5527178
19/10:12:51,254.6,254.6109027,254.5692762,254.5528752
19/10:12:52,254.6,254.6107942,254.5693069,254.553032
19/10:12:59,254.65,254.6111843,254.5693876,254.5533547
19/10:13:06,254.65,254.6115705,254.5694682,254.5536763
19/10:13:07,254.65,254.6119529,254.5695487,254.5539968
19/10:13:08,254.65,254.6123315,254.5696291,254.5543163
19/10:13:11,254.65,254.6127063,254.5697094,254.5546347
19/10:13:11,254.65,254.6130774,254.5697897,254.5549521
19/10:13:14,254.7,254.6139423,254.5699198,254.5554348
19/10:13:16,254.65,254.6143011,254.5699998,254.5557495
19/10:13:16,254.7,254.6151538,254.5701298,254.5562295
19/10:13:17,254.65,254.6155005,254.5702096,254.5565415
19/10:13:17,254.65,254.6158438,254.5702894,254.5568526
19/10:13:17,254.65,254.6161836,254.570369,254.5571625
19/10:13:17,254.65,254.6165201,254.5704486,254.5574715
19/10:13:17,254.65,254.6168533,254.5705281,254.5577794
19/10:13:17,254.65,254.6171831,254.5706076,254.5580863
19/10:13:17,254.65,254.6175096,254.5706869,254.5583921
19/10:13:18,254.7,254.6183304,254.5708162,254.5588634
19/10:13:18,254.65,254.6186455,254.5708953,254.5591667
19/10:13:20,254.7,254.619455,254.5710243,254.5596353
19/10:13:22,254.65,254.619759,254.5711033,254.559936
19/10:13:22,254.65,254.6200599,254.5711821,254.5602358
19/10:13:23,254.65,254.6203578,254.5712609,254.5605345
19/10:13:23,254.65,254.6206527,254.5713396,254.5608322
19/10:13:25,254.7,254.6214423,254.5714682,254.5612953
19/10:13:26,254.65,254.6217264,254.5715467,254.5615905
19/10:13:26,254.65,254.6220077,254.5716251,254.5618847
19/10:13:26,254.65,254.6222863,254.5717035,254.5621779
19/10:13:26,254.65,254.622562,254.5717817,254.5624702
19/10:13:26,254.65,254.622835,254.5718599,254.5627615
19/10:13:29,254.65,254.6231053,254.571938,254.5630518
19/10:13:30,254.65,254.623373,254.572016,254.5633411
19/10:13:31,254.65,254.6236379,254.572094,254.5636295
19/10:13:32,254.65,254.6239002,254.5721718,254.5639169
19/10:13:34,254.65,254.6241599,254.5722496,254.5642034
19/10:13:34,254.65,254.624417,254.5723273,254.5644889
19/10:13:37,254.65,254.6246716,254.572405,254.5647735
19/10:13:41,254.65,254.6249236,254.5724825,254.5650571
19/10:13:47,254.65,254.6251731,254.57256,254.5653398
19/10:13:47,254.65,254.6254202,254.5726374,254.5656215
19/10:13:47,254.65,254.6256647,254.5727147,254.5659023
19/10:13:55,254.65,254.6259069,254.572792,254.5661822
19/10:14:02,254.65,254.6261466,254.5728691,254.5664611
19/10:14:04,254.65,254.6263839,254.5729462,254.5667391
19/10:14:19,254.65,254.6266189,254.5730232,254.5670162
19/10:14:20,254.65,254.6268516,254.5731002,254.5672923
19/10:14:34,254.65,254.6270819,254.573177,254.5675675
19/10:14:38,254.65,254.62731,254.5732538,254.5678419
19/10:14:48,254.7,254.6280332,254.5733805,254.5682817
19/10:14:48,254.7,254.6287493,254.5735071,254.56872
19/10:14:48,254.7,254.6294583,254.5736335,254.5691569
19/10:14:48,254.7,254.6301602,254.5737598,254.5695923
19/10:14:48,254.7,254.6308551,254.573886,254.5700262
19/10:14:48,254.7,254.6315431,254.574012,254.5704588
19/10:14:48,254.7,254.6322243,254.574138,254.5708899
19/10:14:48,254.7,254.6328987,254.5742638,254.5713195
19/10:14:48,254.7,254.6335664,254.5743894,254.5717477
19/10:14:48,254.7,254.6342274,254.574515,254.5721745
19/10:14:48,254.7,254.6348818,254.5746404,254.5725999
19/10:14:48,254.7,254.6355298,254.5747657,254.5730239
19/10:14:48,254.7,254.6361713,254.5748909,254.5734464
19/10:14:48,254.7,254.6368064,254.5750159,254.5738676
19/10:14:49,254.7,254.6374352,254.5751408,254.5742873
19/10:14:50,254.7,254.6380577,254.5752656,254.5747056
19/10:14:50,254.7,254.6386741,254.5753903,254.5751226
19/10:14:52,254.7,254.6392843,254.5755149,254.5755382
19/10:14:53,254.7,254.6398884,254.5756393,254.5759523
19/10:14:54,254.7,254.6404865,254.5757636,254.5763651
19/10:14:55,254.7,254.6410787,254.5758877,254.5767766
19/10:14:55,254.7,254.641665,254.5760118,254.5771866
19/10:14:56,254.7,254.6422454,254.5761357,254.5775953
19/10:14:56,254.75,254.6433176,254.5763095,254.5781691
19/10:14:56,254.75,254.6443791,254.5764831,254.5787409
19/10:14:56,254.7,254.6449326,254.5766066,254.5791444
19/10:14:56,254.7,254.6454805,254.5767299,254.5795466
19/10:14:56,254.7,254.646023,254.5768531,254.5799474
19/10:14:56,254.7,254.6465601,254.5769762,254.5803469
19/10:14:57,254.75,254.6475893,254.5771491,254.5809115
19/10:14:58,254.75,254.6486083,254.5773219,254.5814742
19/10:14:59,254.7,254.6491197,254.5774445,254.5818686
19/10:14:59,254.75,254.6501235,254.577617,254.5824281
19/10:14:59,254.75,254.6511173,254.5777893,254.5829858
19/10:14:59,254.75,254.6521012,254.5779614,254.5835416
19/10:15:01,254.75,254.6530753,254.5781333,254.5840955
19/10:15:03,254.75,254.6540397,254.5783051,254.5846476
19/10:15:04,254.7,254.654497,254.5784268,254.5850315
19/10:15:04,254.7,254.6549498,254.5785483,254.5854141
19/10:15:04,254.7,254.6553981,254.5786697,254.5857954
19/10:15:05,254.65,254.6553444,254.578741,254.586009
19/10:15:05,254.65,254.6552912,254.5788122,254.586222
19/10:15:05,254.65,254.6552385,254.5788833,254.5864342
19/10:15:05,254.65,254.6551864,254.5789544,254.5866458
19/10:15:05,254.7,254.6556323,254.5790754,254.587023
19/10:15:05,254.7,254.6560738,254.5791963,254.5873989
19/10:15:14,254.65,254.6560133,254.579267,254.5876073
19/10:15:15,254.6,254.655456,254.5792878,254.5876485
19/10:15:15,254.6,254.6549042,254.5793085,254.5876896
19/10:15:15,254.6,254.6543579,254.5793291,254.5877306
19/10:15:15,254.6,254.653817,254.5793498,254.5877714
19/10:15:15,254.6,254.6532815,254.5793704,254.5878121
19/10:15:15,254.6,254.6527514,254.5793911,254.5878526
19/10:15:15,254.6,254.6522265,254.5794117,254.5878931
19/10:15:15,254.6,254.6517068,254.5794322,254.5879334
19/10:15:15,254.6,254.6511923,254.5794528,254.5879735
19/10:15:15,254.6,254.6506829,254.5794733,254.5880135
19/10:15:15,254.6,254.6501786,254.5794938,254.5880534
19/10:15:15,254.6,254.6496793,254.5795143,254.5880932
19/10:15:15,254.6,254.649185,254.5795348,254.5881328
19/10:15:15,254.6,254.6486956,254.5795553,254.5881723
19/10:15:15,254.6,254.6482111,254.5795757,254.5882117
19/10:15:16,254.6,254.6477314,254.5795961,254.5882509
19/10:15:17,254.6,254.6472564,254.5796165,254.58829
19/10:15:17,254.6,254.6467862,254.5796369,254.588329
19/10:15:17,254.6,254.6463207,254.5796572,254.5883678
19/10:15:17,254.6,254.6458598,254.5796776,254.5884065
19/10:15:18,254.6,254.6454035,254.5796979,254.5884451
19/10:15:20,254.6,254.6449517,254.5797182,254.5884835
19/10:15:20,254.6,254.6445044,254.5797385,254.5885219
19/10:15:20,254.6,254.6440616,254.5797587,254.5885601
19/10:15:22,254.65,254.6441207,254.5798289,254.5887645
19/10:15:22,254.6,254.6436816,254.5798491,254.5888019
19/10:15:24,254.6,254.643247,254.5798692,254.5888392
19/10:15:24,254.6,254.6428167,254.5798893,254.5888763
19/10:15:27,254.65,254.6428882,254.5799594,254.5890797
19/10:15:29,254.7,254.6434564,254.5800794,254.5894488
19/10:15:29,254.65,254.6435215,254.5801493,254.5896503
19/10:15:29,254.65,254.643586,254.5802191,254.5898512
19/10:15:31,254.65,254.6436498,254.5802888,254.5900513
19/10:15:32,254.7,254.6442105,254.5804085,254.5904172
19/10:15:36,254.65,254.6442681,254.580478,254.5906155
19/10:15:38,254.7,254.6448227,254.5805975,254.5909795
19/10:15:38,254.7,254.6453717,254.5807168,254.5913423
19/10:15:38,254.7,254.6459153,254.5808361,254.5917039
19/10:15:44,254.7,254.6464534,254.5809552,254.5920643
19/10:15:53,254.7,254.6469862,254.5810742,254.5924235
19/10:15:55,254.75,254.6480112,254.581243,254.5929478
19/10:15:55,254.75,254.6490261,254.5814117,254.5934705
19/10:15:55,254.75,254.6500308,254.5815802,254.5939914
19/10:15:55,254.75,254.6510255,254.5817485,254.5945105
19/10:15:55,254.75,254.6520103,254.5819167,254.595028
19/10:15:56,254.75,254.6529853,254.5820847,254.5955437
19/10:15:56,254.75,254.6539507,254.5822525,254.5960577
19/10:15:56,254.75,254.6549064,254.5824202,254.59657
19/10:15:56,254.75,254.6558526,254.5825877,254.5970806
19/10:15:56,254.75,254.6567894,254.582755,254.5975894
19/10:15:56,254.75,254.6577168,254.5829222,254.5980966
19/10:15:57,254.75,254.6586351,254.5830892,254.5986021
19/10:15:57,254.75,254.6595442,254.583256,254.599106
19/10:15:57,254.75,254.6604442,254.5834226,254.5996081
19/10:15:57,254.75,254.6613353,254.5835891,254.6001086
19/10:15:59,254.8,254.6627151,254.5838054,254.6007738
19/10:15:59,254.75,254.6635836,254.5839716,254.6012704
19/10:16:00,254.75,254.6644435,254.5841375,254.6017653
19/10:16:00,254.75,254.6652948,254.5843033,254.6022586
19/10:16:00,254.75,254.6661376,254.5844689,254.6027502
19/10:16:00,254.75,254.6669721,254.5846343,254.6032403
19/10:16:00,254.75,254.6677982,254.5847996,254.6037286
19/10:16:00,254.75,254.6686161,254.5849647,254.6042154
19/10:16:00,254.75,254.6694259,254.5851297,254.6047005
19/10:16:00,254.75,254.6702277,254.5852945,254.6051841
19/10:16:00,254.75,254.6710214,254.5854591,254.605666
19/10:16:00,254.8,254.6723048,254.5856735,254.6063127
19/10:16:00,254.8,254.6735754,254.5858878,254.6069572
19/10:16:01,254.75,254.6743358,254.5860518,254.6074333
19/10:16:01,254.75,254.6750887,254.5862157,254.6079077
19/10:16:01,254.75,254.6758341,254.5863794,254.6083805
19/10:16:01,254.75,254.6765721,254.5865429,254.6088518
19/10:16:01,254.75,254.6773027,254.5867063,254.6093215
19/10:16:01,254.75,254.678026,254.5868695,254.6097897
19/10:16:02,254.75,254.6787422,254.5870325,254.6102563
19/10:16:03,254.7,254.6789537,254.5871454,254.6105549
19/10:16:03,254.7,254.6791631,254.5872582,254.6108526
19/10:16:03,254.7,254.6793705,254.5873709,254.6111492
19/10:16:03,254.7,254.6795757,254.5874835,254.6114449
19/10:16:03,254.7,254.679779,254.587596,254.6117396
19/10:16:03,254.7,254.6799802,254.5877083,254.6120333
19/10:16:03,254.7,254.6801794,254.5878205,254.612326
19/10:16:03,254.75,254.6808741,254.5879826,254.6127842
19/10:16:05,254.7,254.6810644,254.5880946,254.6130744
19/10:16:05,254.7,254.6812528,254.5882065,254.6133637
19/10:16:05,254.7,254.6814394,254.5883182,254.613652
19/10:16:05,254.7,254.681624,254.5884298,254.6139394
19/10:16:05,254.7,254.6818069,254.5885413,254.6142258
19/10:16:05,254.7,254.6819879,254.5886527,254.6145112
19/10:16:05,254.7,254.6821671,254.588764,254.6147957
19/10:16:06,254.7,254.6823446,254.5888752,254.6150792
19/10:16:07,254.7,254.6825203,254.5889863,254.6153618
19/10:16:07,254.7,254.6826942,254.5890972,254.6156435
19/10:16:07,254.7,254.6828664,254.5892081,254.6159242
19/10:16:08,254.7,254.6830369,254.5893188,254.616204
19/10:16:08,254.7,254.6832057,254.5894294,254.6164828
19/10:16:10,254.7,254.6833728,254.58954,254.6167608
19/10:16:10,254.7,254.6835382,254.5896504,254.6170378
19/10:16:10,254.7,254.683702,254.5897607,254.6173138
19/10:16:11,254.7,254.6838642,254.5898708,254.617589
19/10:16:11,254.7,254.6840247,254.5899809,254.6178633
19/10:16:12,254.7,254.6841837,254.5900909,254.6181366
19/10:16:12,254.7,254.6843411,254.5902007,254.618409
19/10:16:12,254.7,254.6844969,254.5903105,254.6186805
19/10:16:12,254.7,254.6846511,254.5904201,254.6189511
19/10:16:15,254.75,254.6853014,254.5905796,254.6193872
19/10:16:16,254.75,254.6859451,254.590739,254.6198219
19/10:16:16,254.75,254.6865825,254.5908981,254.6202551
19/10:16:16,254.75,254.6872135,254.5910572,254.6206869
19/10:16:16,254.75,254.6878383,254.591216,254.6211172
19/10:16:17,254.75,254.6884568,254.5913747,254.6215461
19/10:16:18,254.75,254.6890692,254.5915333,254.6219736
19/10:16:21,254.75,254.6896754,254.5916917,254.6223996
19/10:16:21,254.75,254.6902757,254.5918499,254.6228242
19/10:16:21,254.75,254.69087,254.592008,254.6232474
19/10:16:21,254.75,254.6914583,254.5921659,254.6236692
19/10:16:22,254.75,254.6920408,254.5923236,254.6240896
19/10:16:25,254.75,254.6926175,254.5924812,254.6245087
19/10:16:34,254.75,254.6931885,254.5926387,254.6249263
19/10:16:34,254.7,254.6932563,254.592746,254.6251761
19/10:16:34,254.7,254.6933234,254.5928532,254.6254251
19/10:16:34,254.7,254.6933898,254.5929603,254.6256733
