시간,시가,고가,저가,종가,200,400,600,800,1000,1200
27/14:45:26,271.6,271.6,271.6,271.6,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:26,271.55,271.55,271.55,271.55,271.46,271.51,271.6,271.64,271.62,271.6
27/14:45:27,271.6,271.6,271.6,271.6,271.47,271.51,271.6,271.64,271.62,271.6
27/14:45:28,271.6,271.6,271.6,271.6,271.48,271.51,271.6,271.64,271.62,271.6
27/14:45:29,271.55,271.55,271.55,271.55,271.48,271.51,271.6,271.64,271.62,271.6
27/14:45:30,271.6,271.6,271.6,271.6,271.48,271.51,271.59,271.64,271.62,271.6
27/14:45:30,271.55,271.55,271.55,271.55,271.48,271.51,271.59,271.64,271.62,271.6
27/14:45:34,271.55,271.55,271.55,271.55,271.48,271.51,271.59,271.64,271.62,271.6
27/14:45:36,271.6,271.6,271.6,271.6,271.48,271.51,271.59,271.64,271.62,271.6
27/14:45:40,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.62,271.6
27/14:45:40,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.62,271.6
27/14:45:46,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.63,271.6
27/14:45:47,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.63,271.6
27/14:45:48,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.63,271.6
27/14:45:48,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.63,271.6
27/14:45:49,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:49,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:49,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.63,271.6
27/14:45:49,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.63,271.6
27/14:45:49,271.6,271.6,271.6,271.6,271.48,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:50,271.65,271.65,271.65,271.65,271.49,271.5,271.59,271.64,271.63,271.6
27/14:45:51,271.65,271.65,271.65,271.65,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:52,271.7,271.7,271.7,271.7,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:52,271.7,271.7,271.7,271.7,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:53,271.7,271.7,271.7,271.7,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:54,271.7,271.7,271.7,271.7,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:58,271.65,271.65,271.65,271.65,271.5,271.5,271.59,271.64,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.54,271.51,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.54,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.54,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.54,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.53,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.53,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.53,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.53,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.53,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.53,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.61
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.52,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.63,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.64,271.63,271.6
27/14:45:59,271.7,271.7,271.7,271.7,271.51,271.5,271.59,271.64,271.63,271.6
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.55,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.54,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.54,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.54,271.51,271.59,271.63,271.64,271.61
27/14:45:60,271.7,271.7,271.7,271.7,271.54,271.51,271.59,271.63,271.64,271.61
27/14:46:00,271.7,271.7,271.7,271.7,271.56,271.51,271.59,271.63,271.64,271.61
27/14:46:00,271.7,271.7,271.7,271.7,271.56,271.51,271.59,271.63,271.64,271.61
27/14:46:03,271.7,271.7,271.7,271.7,271.56,271.51,271.58,271.63,271.64,271.61
27/14:46:03,271.7,271.7,271.7,271.7,271.56,271.51,271.59,271.63,271.64,271.61
27/14:46:03,271.7,271.7,271.7,271.7,271.56,271.51,271.59,271.63,271.64,271.61
27/14:46:04,271.7,271.7,271.7,271.7,271.56,271.51,271.58,271.63,271.64,271.61
27/14:46:05,271.65,271.65,271.65,271.65,271.56,271.51,271.58,271.63,271.64,271.61
27/14:46:06,271.7,271.7,271.7,271.7,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:06,271.7,271.7,271.7,271.7,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:06,271.7,271.7,271.7,271.7,271.56,271.51,271.58,271.63,271.64,271.61
27/14:46:10,271.7,271.7,271.7,271.7,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:11,271.7,271.7,271.7,271.7,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:13,271.65,271.65,271.65,271.65,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:22,271.7,271.7,271.7,271.7,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:24,271.7,271.7,271.7,271.7,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:26,271.65,271.65,271.65,271.65,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:26,271.7,271.7,271.7,271.7,271.57,271.51,271.58,271.63,271.64,271.61
27/14:46:31,271.7,271.7,271.7,271.7,271.58,271.51,271.58,271.63,271.64,271.61
27/14:46:31,271.7,271.7,271.7,271.7,271.58,271.51,271.58,271.63,271.64,271.61
27/14:46:33,271.7,271.7,271.7,271.7,271.58,271.51,271.58,271.63,271.64,271.61
27/14:46:36,271.75,271.75,271.75,271.75,271.58,271.52,271.58,271.63,271.64,271.61
27/14:46:36,271.7,271.7,271.7,271.7,271.58,271.52,271.58,271.63,271.64,271.61
27/14:46:36,271.7,271.7,271.7,271.7,271.58,271.52,271.58,271.63,271.64,271.61
27/14:46:36,271.7,271.7,271.7,271.7,271.58,271.52,271.58,271.63,271.64,271.61
27/14:46:39,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:39,271.7,271.7,271.7,271.7,271.58,271.52,271.58,271.63,271.64,271.61
27/14:46:41,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:44,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:44,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:44,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:44,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:44,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:44,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:44,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:45,271.7,271.7,271.7,271.7,271.6,271.53,271.58,271.63,271.64,271.62
27/14:46:45,271.7,271.7,271.7,271.7,271.6,271.53,271.58,271.63,271.64,271.62
27/14:46:45,271.7,271.7,271.7,271.7,271.6,271.52,271.58,271.63,271.64,271.62
27/14:46:45,271.7,271.7,271.7,271.7,271.6,271.52,271.58,271.63,271.64,271.62
27/14:46:45,271.7,271.7,271.7,271.7,271.6,271.52,271.58,271.63,271.64,271.62
27/14:46:45,271.7,271.7,271.7,271.7,271.59,271.52,271.58,271.63,271.64,271.61
27/14:46:47,271.75,271.75,271.75,271.75,271.6,271.53,271.58,271.63,271.64,271.62
27/14:46:49,271.75,271.75,271.75,271.75,271.6,271.53,271.58,271.63,271.64,271.62
27/14:46:49,271.7,271.7,271.7,271.7,271.6,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.8,271.8,271.8,271.8,271.62,271.54,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.62,271.54,271.58,271.63,271.64,271.62
27/14:46:50,271.8,271.8,271.8,271.8,271.62,271.54,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.61,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.61,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.61,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.61,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.61,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.61,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.61,271.53,271.58,271.63,271.64,271.62
27/14:46:50,271.75,271.75,271.75,271.75,271.6,271.53,271.58,271.63,271.64,271.62
27/14:46:51,271.8,271.8,271.8,271.8,271.62,271.54,271.58,271.63,271.64,271.62
27/14:46:52,271.8,271.8,271.8,271.8,271.62,271.54,271.58,271.63,271.65,271.62
27/14:46:53,271.8,271.8,271.8,271.8,271.63,271.54,271.58,271.63,271.65,271.62
27/14:46:53,271.8,271.8,271.8,271.8,271.63,271.54,271.58,271.63,271.65,271.62
27/14:46:53,271.8,271.8,271.8,271.8,271.62,271.54,271.58,271.63,271.65,271.62
27/14:46:54,271.8,271.8,271.8,271.8,271.64,271.54,271.58,271.63,271.65,271.62
27/14:46:54,271.8,271.8,271.8,271.8,271.63,271.54,271.58,271.63,271.65,271.62
27/14:46:54,271.8,271.8,271.8,271.8,271.63,271.54,271.58,271.63,271.65,271.62
27/14:46:54,271.8,271.8,271.8,271.8,271.63,271.54,271.58,271.63,271.65,271.62
27/14:46:55,271.85,271.85,271.85,271.85,271.64,271.55,271.58,271.63,271.65,271.62
27/14:46:55,271.8,271.8,271.8,271.8,271.64,271.55,271.58,271.63,271.65,271.62
27/14:46:55,271.85,271.85,271.85,271.85,271.64,271.55,271.58,271.63,271.65,271.62
27/14:46:55,271.8,271.8,271.8,271.8,271.64,271.55,271.58,271.63,271.65,271.62
27/14:46:56,271.8,271.8,271.8,271.8,271.66,271.56,271.58,271.63,271.65,271.63
27/14:46:56,271.8,271.8,271.8,271.8,271.66,271.56,271.58,271.63,271.65,271.63
27/14:46:56,271.8,271.8,271.8,271.8,271.66,271.56,271.58,271.63,271.65,271.63
27/14:46:56,271.8,271.8,271.8,271.8,271.65,271.55,271.58,271.63,271.65,271.63
27/14:46:56,271.8,271.8,271.8,271.8,271.65,271.55,271.58,271.63,271.65,271.62
27/14:46:56,271.8,271.8,271.8,271.8,271.65,271.55,271.58,271.63,271.65,271.62
27/14:46:56,271.8,271.8,271.8,271.8,271.65,271.55,271.58,271.63,271.65,271.62
27/14:46:56,271.8,271.8,271.8,271.8,271.65,271.55,271.58,271.63,271.65,271.62
27/14:46:56,271.8,271.8,271.8,271.8,271.65,271.55,271.58,271.63,271.65,271.62
27/14:46:56,271.8,271.8,271.8,271.8,271.64,271.55,271.58,271.63,271.65,271.62
27/14:46:57,271.8,271.8,271.8,271.8,271.66,271.56,271.58,271.63,271.65,271.63
27/14:46:57,271.8,271.8,271.8,271.8,271.66,271.56,271.58,271.63,271.65,271.63
27/14:46:57,271.8,271.8,271.8,271.8,271.66,271.56,271.58,271.63,271.65,271.63
27/14:46:58,271.8,271.8,271.8,271.8,271.67,271.57,271.58,271.63,271.65,271.63
27/14:46:58,271.8,271.8,271.8,271.8,271.67,271.56,271.58,271.63,271.65,271.63
27/14:46:58,271.8,271.8,271.8,271.8,271.67,271.56,271.58,271.63,271.65,271.63
27/14:46:58,271.8,271.8,271.8,271.8,271.67,271.56,271.58,271.63,271.65,271.63
27/14:46:58,271.8,271.8,271.8,271.8,271.67,271.56,271.58,271.63,271.65,271.63
27/14:46:58,271.8,271.8,271.8,271.8,271.67,271.56,271.58,271.63,271.65,271.63
27/14:46:59,271.8,271.8,271.8,271.8,271.68,271.57,271.58,271.63,271.65,271.63
27/14:46:59,271.8,271.8,271.8,271.8,271.68,271.57,271.58,271.63,271.65,271.63
27/14:46:59,271.85,271.85,271.85,271.85,271.67,271.57,271.58,271.63,271.65,271.63
27/14:47:00,271.85,271.85,271.85,271.85,271.68,271.57,271.58,271.63,271.65,271.63
27/14:47:00,271.8,271.8,271.8,271.8,271.68,271.57,271.58,271.63,271.65,271.63
27/14:47:02,271.85,271.85,271.85,271.85,271.68,271.57,271.58,271.63,271.65,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.7,271.58,271.58,271.63,271.66,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.7,271.58,271.58,271.63,271.66,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.69,271.58,271.58,271.63,271.66,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.69,271.58,271.58,271.63,271.65,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.69,271.58,271.58,271.63,271.65,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.69,271.58,271.58,271.63,271.65,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.69,271.57,271.58,271.63,271.65,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.69,271.57,271.58,271.63,271.65,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.69,271.57,271.58,271.63,271.65,271.63
27/14:47:03,271.8,271.8,271.8,271.8,271.68,271.57,271.58,271.63,271.65,271.63
27/14:47:04,271.85,271.85,271.85,271.85,271.71,271.58,271.58,271.63,271.66,271.64
27/14:47:04,271.8,271.8,271.8,271.8,271.7,271.58,271.58,271.63,271.66,271.64
27/14:47:04,271.8,271.8,271.8,271.8,271.7,271.58,271.58,271.63,271.66,271.64
27/14:47:04,271.8,271.8,271.8,271.8,271.7,271.58,271.58,271.63,271.66,271.63
27/14:47:04,271.8,271.8,271.8,271.8,271.7,271.58,271.58,271.63,271.66,271.63
27/14:47:04,271.8,271.8,271.8,271.8,271.7,271.58,271.58,271.63,271.66,271.63
27/14:47:06,271.8,271.8,271.8,271.8,271.71,271.59,271.58,271.63,271.66,271.64
27/14:47:06,271.75,271.75,271.75,271.75,271.71,271.59,271.58,271.63,271.66,271.64
27/14:47:06,271.8,271.8,271.8,271.8,271.71,271.59,271.58,271.63,271.66,271.64
27/14:47:07,271.8,271.8,271.8,271.8,271.71,271.59,271.58,271.63,271.66,271.64
27/14:47:07,271.8,271.8,271.8,271.8,271.71,271.59,271.58,271.63,271.66,271.64
27/14:47:08,271.8,271.8,271.8,271.8,271.71,271.59,271.58,271.63,271.66,271.64
27/14:47:08,271.8,271.8,271.8,271.8,271.71,271.59,271.58,271.63,271.66,271.64
27/14:47:09,271.8,271.8,271.8,271.8,271.72,271.59,271.58,271.63,271.66,271.64
27/14:47:10,271.8,271.8,271.8,271.8,271.72,271.59,271.58,271.63,271.66,271.64
27/14:47:13,271.8,271.8,271.8,271.8,271.72,271.59,271.58,271.63,271.66,271.64
27/14:47:14,271.8,271.8,271.8,271.8,271.72,271.59,271.58,271.63,271.66,271.64
27/14:47:16,271.8,271.8,271.8,271.8,271.72,271.6,271.58,271.63,271.66,271.64
27/14:47:19,271.8,271.8,271.8,271.8,271.72,271.6,271.58,271.63,271.66,271.64
27/14:47:22,271.8,271.8,271.8,271.8,271.72,271.6,271.58,271.63,271.66,271.64
27/14:47:24,271.8,271.8,271.8,271.8,271.72,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.61,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:25,271.8,271.8,271.8,271.8,271.73,271.6,271.58,271.63,271.66,271.64
27/14:47:26,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:26,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:27,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:27,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:27,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:29,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:29,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:29,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.64
27/14:47:32,271.8,271.8,271.8,271.8,271.75,271.61,271.58,271.63,271.66,271.65
27/14:47:32,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.65
27/14:47:32,271.8,271.8,271.8,271.8,271.74,271.61,271.58,271.63,271.66,271.65
27/14:47:33,271.8,271.8,271.8,271.8,271.75,271.62,271.58,271.63,271.66,271.65
27/14:47:33,271.8,271.8,271.8,271.8,271.75,271.62,271.58,271.63,271.66,271.65
27/14:47:33,271.8,271.8,271.8,271.8,271.75,271.62,271.58,271.63,271.66,271.65
27/14:47:33,271.8,271.8,271.8,271.8,271.75,271.62,271.58,271.63,271.66,271.65
27/14:47:33,271.8,271.8,271.8,271.8,271.75,271.62,271.58,271.63,271.66,271.65
27/14:47:36,271.85,271.85,271.85,271.85,271.75,271.62,271.58,271.63,271.66,271.65
27/14:47:41,271.85,271.85,271.85,271.85,271.75,271.62,271.58,271.63,271.66,271.65
27/14:47:43,271.85,271.85,271.85,271.85,271.75,271.62,271.59,271.63,271.66,271.65
27/14:47:44,271.9,271.9,271.9,271.9,271.78,271.65,271.59,271.64,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.78,271.65,271.59,271.64,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.65,271.59,271.64,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.65,271.59,271.64,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.65,271.59,271.64,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.66
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.65
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.65
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.65
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.65
27/14:47:44,271.9,271.9,271.9,271.9,271.77,271.64,271.59,271.63,271.66,271.65
27/14:47:44,271.9,271.9,271.9,271.9,271.76,271.64,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.9,271.9,271.9,271.9,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.76,271.63,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.75,271.62,271.59,271.63,271.66,271.65
27/14:47:44,271.85,271.85,271.85,271.85,271.75,271.62,271.59,271.63,271.66,271.65
27/14:47:45,271.9,271.9,271.9,271.9,271.78,271.65,271.6,271.64,271.66,271.66
27/14:47:45,271.9,271.9,271.9,271.9,271.78,271.65,271.59,271.64,271.66,271.66
27/14:47:47,271.9,271.9,271.9,271.9,271.78,271.65,271.6,271.64,271.66,271.66
27/14:47:50,271.9,271.9,271.9,271.9,271.78,271.66,271.6,271.64,271.66,271.66
27/14:47:50,271.9,271.9,271.9,271.9,271.78,271.66,271.6,271.64,271.66,271.66
27/14:47:51,271.9,271.9,271.9,271.9,271.78,271.66,271.6,271.64,271.66,271.66
27/14:47:52,271.9,271.9,271.9,271.9,271.78,271.66,271.6,271.64,271.66,271.66
27/14:47:54,271.9,271.9,271.9,271.9,271.79,271.66,271.6,271.64,271.66,271.66
27/14:47:55,271.9,271.9,271.9,271.9,271.79,271.66,271.6,271.64,271.66,271.66
27/14:47:55,271.9,271.9,271.9,271.9,271.79,271.66,271.6,271.64,271.66,271.66
27/14:47:56,271.85,271.85,271.85,271.85,271.79,271.67,271.6,271.64,271.66,271.66
27/14:47:56,271.85,271.85,271.85,271.85,271.79,271.66,271.6,271.64,271.66,271.66
27/14:47:56,271.9,271.9,271.9,271.9,271.79,271.66,271.6,271.64,271.66,271.66
27/14:47:57,271.85,271.85,271.85,271.85,271.79,271.67,271.6,271.64,271.66,271.66
27/14:47:57,271.85,271.85,271.85,271.85,271.79,271.67,271.6,271.64,271.66,271.66
27/14:47:58,271.8,271.8,271.8,271.8,271.79,271.67,271.6,271.64,271.66,271.66
27/14:47:58,271.85,271.85,271.85,271.85,271.79,271.67,271.6,271.64,271.66,271.66
27/14:47:58,271.85,271.85,271.85,271.85,271.79,271.67,271.6,271.64,271.66,271.66
27/14:47:58,271.85,271.85,271.85,271.85,271.79,271.67,271.6,271.64,271.66,271.66
27/14:47:59,271.85,271.85,271.85,271.85,271.8,271.67,271.6,271.64,271.66,271.66
27/14:47:59,271.85,271.85,271.85,271.85,271.79,271.67,271.6,271.64,271.66,271.66
27/14:48:00,271.9,271.9,271.9,271.9,271.81,271.69,271.61,271.64,271.67,271.67
27/14:48:00,271.9,271.9,271.9,271.9,271.81,271.69,271.61,271.64,271.67,271.67
